Date	Day	MaxCore	VerticesInMaxCore	ProcessingTime(ms)
2012-08-13	1309	1	5	588.35
2012-08-14	1310	1	5	450.11
2012-08-15	1311	1	5	428.57
2012-08-16	1312	1	5	437.26
2012-08-17	1313	1	5	381.90
2012-08-18	1314	1	5	384.36
2012-08-19	1315	1	5	451.08
2012-08-20	1316	1	5	333.67
2012-08-21	1317	1	5	401.03
2012-08-22	1318	1	5	352.88
2012-08-23	1319	1	5	292.10
2012-08-24	1320	1	5	294.88
2012-08-25	1321	1	5	195.95
2012-08-26	1322	1	5	200.22
2012-08-27	1323	1	5	255.30
2012-08-28	1324	1	5	313.98
2012-08-29	1325	1	5	226.19
2012-08-30	1326	1	5	234.46
2012-08-31	1327	1	5	283.11
2012-09-01	1328	1	5	348.15
2012-09-02	1329	1	5	294.69
2012-09-03	1330	1	5	359.90
2012-09-04	1331	1	5	329.04
2012-09-05	1332	1	5	326.93
2012-09-06	1333	1	5	490.24
2012-09-07	1334	1	5	765.55
2012-09-08	1335	1	5	388.37
2012-09-09	1336	1	5	525.01
2012-09-10	1337	1	5	437.44
2012-09-11	1338	1	5	597.69
2012-09-12	1339	1	5	414.27
2012-09-13	1340	1	5	428.59
2012-09-14	1341	1	5	376.22
2012-09-15	1342	1	5	342.71
2012-09-16	1343	1	5	325.98
2012-09-17	1344	1	5	332.47
2012-09-18	1345	1	5	399.33
2012-09-19	1346	1	5	388.11
2012-09-20	1347	1	5	459.42
2012-09-21	1348	1	5	329.91
2012-09-22	1349	1	5	201.51
2012-09-23	1350	1	5	212.51
2012-09-24	1351	1	5	252.88
2012-09-25	1352	1	5	459.79
2012-09-26	1353	1	5	352.95
2012-09-27	1354	1	5	455.01
2012-09-28	1355	1	5	766.74
2012-09-29	1356	1	5	298.43
2012-09-30	1357	1	5	250.78
2012-10-01	1358	1	5	354.52
2012-10-02	1359	1	5	465.96
2012-10-03	1360	1	5	410.81
2012-10-04	1361	1	5	397.31
2012-10-05	1362	1	5	311.53
2012-10-06	1363	1	5	288.91
2012-10-07	1364	1	5	325.23
2012-10-08	1365	1	5	352.98
2012-10-09	1366	1	5	405.37
2012-10-10	1367	1	5	382.75
2012-10-11	1368	1	5	471.85
2012-10-12	1369	1	5	356.40
2012-10-13	1370	1	5	329.83
2012-10-14	1371	1	5	441.63
2012-10-15	1372	1	5	443.93
2012-10-16	1373	1	5	409.02
2012-10-17	1374	1	5	424.32
2012-10-18	1375	1	5	455.98
2012-10-19	1376	1	5	414.33
2012-10-20	1377	1	5	340.74
2012-10-21	1378	1	5	444.17
2012-10-22	1379	1	5	587.38
2012-10-23	1380	1	5	457.58
2012-10-24	1381	1	5	443.63
2012-10-25	1382	1	5	392.35
2012-10-26	1383	1	5	346.06
2012-10-27	1384	1	5	252.92
2012-10-28	1385	1	5	257.01
2012-10-29	1386	1	5	237.28
2012-10-30	1387	1	5	283.09
2012-10-31	1388	1	5	283.05
2012-11-01	1389	1	5	305.18
2012-11-02	1390	1	5	299.96
2012-11-03	1391	1	5	312.70
2012-11-04	1392	1	5	282.11
2012-11-05	1393	1	5	329.33
2012-11-06	1394	1	5	620.88
2012-11-07	1395	1	5	796.18
2012-11-08	1396	1	5	464.90
2012-11-09	1397	1	5	360.51
2012-11-10	1398	1	5	630.71
2012-11-11	1399	1	5	300.51
2012-11-12	1400	1	5	356.62
2012-11-13	1401	1	5	481.46
2012-11-14	1402	1	5	307.44
2012-11-15	1403	1	5	328.55
2012-11-16	1404	1	5	347.75
2012-11-17	1405	1	5	323.62
2012-11-18	1406	1	5	302.71
2012-11-19	1407	1	5	357.14
2012-11-20	1408	1	5	385.50
2012-11-21	1409	1	5	402.55
2012-11-22	1410	1	5	335.20
2012-11-23	1411	1	5	266.96
2012-11-24	1412	1	5	295.49
2012-11-25	1413	1	5	323.86
2012-11-26	1414	1	5	475.97
2012-11-27	1415	1	5	369.93
2012-11-28	1416	1	5	426.98
2012-11-29	1417	1	5	435.07
2012-11-30	1418	1	5	811.97
2012-12-01	1419	1	5	435.03
2012-12-02	1420	1	5	390.32
2012-12-03	1421	1	5	449.58
2012-12-04	1422	1	5	501.01
2012-12-05	1423	1	5	471.50
2012-12-06	1424	1	5	447.56
2012-12-07	1425	1	5	404.64
2012-12-08	1426	1	5	373.61
2012-12-09	1427	1	5	384.07
2012-12-10	1428	1	5	358.42
2012-12-11	1429	1	5	446.76
2012-12-12	1430	1	5	548.45
2012-12-13	1431	1	5	523.24
2012-12-14	1432	1	5	556.81
2012-12-15	1433	1	5	476.27
2012-12-16	1434	1	5	700.94
2012-12-17	1435	1	5	747.61
2012-12-18	1436	1	5	873.57
2012-12-19	1437	1	5	609.14
2012-12-20	1438	1	5	517.25
2012-12-21	1439	1	5	543.76
2012-12-22	1440	1	5	526.95
2012-12-23	1441	1	5	513.92
2012-12-24	1442	1	5	339.93
2012-12-25	1443	1	5	245.06
2012-12-26	1444	1	5	274.81
2012-12-27	1445	1	5	304.71
2012-12-28	1446	1	5	370.95
2012-12-29	1447	1	5	454.86
2012-12-30	1448	1	5	1259.87
2012-12-31	1449	1	5	348.62
2013-01-01	1450	1	5	383.12
2013-01-02	1451	1	5	619.53
2013-01-03	1452	1	5	606.53
2013-01-04	1453	1	5	656.30
2013-01-05	1454	1	5	539.74
2013-01-06	1455	1	5	366.88
2013-01-07	1456	1	5	450.75
2013-01-08	1457	1	5	461.54
2013-01-09	1458	1	5	519.98
2013-01-10	1459	1	5	535.82
2013-01-11	1460	1	5	556.41
2013-01-12	1461	1	5	449.54
2013-01-13	1462	1	5	581.34
2013-01-14	1463	1	5	677.96
2013-01-15	1464	1	5	909.17
2013-01-16	1465	1	5	723.17
2013-01-17	1466	1	5	737.57
2013-01-18	1467	1	5	680.59
2013-01-19	1468	1	5	585.69
2013-01-20	1469	1	5	511.38
2013-01-21	1470	1	5	529.83
2013-01-22	1471	1	5	582.34
2013-01-23	1472	1	5	584.64
2013-01-24	1473	1	5	574.91
2013-01-25	1474	1	5	586.66
2013-01-26	1475	1	5	660.07
2013-01-27	1476	1	5	873.77
2013-01-28	1477	1	5	759.95
2013-01-29	1478	1	5	761.62
2013-01-30	1479	1	5	581.74
2013-01-31	1480	1	5	769.70
2013-02-01	1481	1	5	882.84
2013-02-02	1482	1	5	816.77
2013-02-03	1483	1	5	913.47
2013-02-04	1484	1	5	910.23
2013-02-05	1485	1	5	790.46
2013-02-06	1486	1	5	748.35
2013-02-07	1487	1	5	960.97
2013-02-08	1488	1	5	781.60
2013-02-09	1489	1	5	926.23
2013-02-10	1490	1	5	965.89
2013-02-11	1491	1	5	804.93
2013-02-12	1492	1	5	874.78
2013-02-13	1493	1	5	865.05
2013-02-14	1494	1	5	821.41
2013-02-15	1495	1	5	900.83
2013-02-16	1496	1	5	670.62
2013-02-17	1497	1	5	715.38
2013-02-18	1498	1	5	881.40
2013-02-19	1499	1	5	904.56
2013-02-20	1500	1	5	815.18
2013-02-21	1501	1	5	906.82
2013-02-22	1502	1	5	1261.95
2013-02-23	1503	1	5	1704.84
2013-02-24	1504	1	5	2806.77
2013-02-25	1505	1	5	2362.64
2013-02-26	1506	1	5	2713.47
2013-02-27	1507	1	5	1628.80
2013-02-28	1508	1	5	2292.17
2013-03-01	1509	1	5	2887.68
2013-03-02	1510	1	5	1527.80
2013-03-03	1511	1	5	1429.02
2013-03-04	1512	1	5	1384.00
2013-03-05	1513	1	5	1071.50
2013-03-06	1514	1	5	1131.57
2013-03-07	1515	1	5	1023.93
2013-03-08	1516	1	5	657.72
2013-03-09	1517	1	5	639.19
2013-03-10	1518	1	5	904.17
2013-03-11	1519	1	5	615.92
2013-03-12	1520	1	5	758.12
2013-03-13	1521	1	5	683.65
2013-03-14	1522	1	5	616.61
2013-03-15	1523	1	5	592.46
2013-03-16	1524	1	5	510.15
2013-03-17	1525	1	5	447.89
2013-03-18	1526	1	5	604.59
2013-03-19	1527	1	5	659.83
2013-03-20	1528	1	5	664.82
2013-03-21	1529	1	5	701.63
2013-03-22	1530	1	5	764.93
2013-03-23	1531	1	5	658.46
2013-03-24	1532	1	5	669.83
2013-03-25	1533	1	5	793.97
2013-03-26	1534	1	5	892.66
2013-03-27	1535	1	5	958.05
2013-03-28	1536	1	5	1100.96
2013-03-29	1537	1	5	990.74
2013-03-30	1538	1	5	901.49
2013-03-31	1539	1	5	802.95
2013-04-01	1540	1	5	1251.81
2013-04-02	1541	1	5	1801.18
2013-04-03	1542	1	5	2331.41
2013-04-04	1543	1	5	2653.66
2013-04-05	1544	1	5	2208.23
2013-04-06	1545	1	5	1954.14
2013-04-07	1546	1	5	2238.69
2013-04-08	1547	1	5	3215.73
2013-04-09	1548	1	5	3999.79
2013-04-10	1549	1	5	4698.23
2013-04-11	1550	1	5	4284.39
2013-04-12	1551	1	5	3889.53
2013-04-13	1552	1	5	2851.00
2013-04-14	1553	1	5	2463.19
2013-04-15	1554	1	5	3232.91
2013-04-16	1555	1	5	3165.61
2013-04-17	1556	1	5	2554.05
2013-04-18	1557	1	5	2094.54
2013-04-19	1558	1	5	2077.06
2013-04-20	1559	1	5	1382.09
2013-04-21	1560	1	5	1637.53
2013-04-22	1561	1	5	1820.17
2013-04-23	1562	1	5	1851.28
2013-04-24	1563	1	5	1908.67
2013-04-25	1564	1	5	2145.80
2013-04-26	1565	1	5	1890.81
2013-04-27	1566	1	5	1517.85
2013-04-28	1567	1	5	1363.00
2013-04-29	1568	1	5	2059.51
2013-04-30	1569	1	5	1481.58
2013-05-01	1570	1	5	2226.03
2013-05-02	1571	1	5	2114.18
2013-05-03	1572	1	5	1957.48
2013-05-04	1573	1	5	1401.71
2013-05-05	1574	1	5	1601.01
2013-05-06	1575	1	5	1848.45
2013-05-07	1576	1	5	2051.03
2013-05-08	1577	1	5	1773.15
2013-05-09	1578	1	5	1520.12
2013-05-10	1579	1	5	1589.55
2013-05-11	1580	1	5	1293.59
2013-05-12	1581	1	5	1198.67
2013-05-13	1582	1	5	1639.06
2013-05-14	1583	1	5	1938.89
2013-05-15	1584	1	5	2057.32
2013-05-16	1585	1	5	2040.01
2013-05-17	1586	1	5	1858.77
2013-05-18	1587	1	5	1450.19
2013-05-19	1588	1	5	1353.62
2013-05-20	1589	1	5	1700.03
2013-05-21	1590	1	5	1769.70
2013-05-22	1591	1	5	1599.31
2013-05-23	1592	1	5	1573.90
2013-05-24	1593	1	5	1526.77
2013-05-25	1594	1	5	1168.26
2013-05-26	1595	1	5	1212.59
2013-05-27	1596	1	5	1455.04
2013-05-28	1597	1	5	1528.26
2013-05-29	1598	1	5	1497.15
2013-05-30	1599	1	5	1467.83
2013-05-31	1600	1	5	1405.19
2013-06-01	1601	1	5	1106.32
2013-06-02	1602	1	5	1240.66
2013-06-03	1603	1	5	1423.76
2013-06-04	1604	1	5	1523.13
2013-06-05	1605	1	5	1320.11
2013-06-06	1606	1	5	1240.27
2013-06-07	1607	1	5	1223.58
2013-06-08	1608	1	5	854.51
2013-06-09	1609	1	5	944.35
2013-06-10	1610	1	5	955.46
2013-06-11	1611	1	5	1072.26
2013-06-12	1612	1	5	985.61
2013-06-13	1613	1	5	983.80
2013-06-14	1614	1	5	1025.37
2013-06-15	1615	1	5	689.67
2013-06-16	1616	1	5	686.97
2013-06-17	1617	1	5	988.71
2013-06-18	1618	1	5	1055.09
2013-06-19	1619	1	5	982.27
2013-06-20	1620	1	5	1104.43
2013-06-21	1621	1	5	952.45
2013-06-22	1622	1	5	812.42
2013-06-23	1623	1	5	728.70
2013-06-24	1624	1	5	1117.62
2013-06-25	1625	1	5	1017.45
2013-06-26	1626	1	5	1006.23
2013-06-27	1627	1	5	974.04
2013-06-28	1628	1	5	989.00
2013-06-29	1629	1	5	754.45
2013-06-30	1630	1	5	694.65
2013-07-01	1631	1	5	1096.45
2013-07-02	1632	1	5	1029.03
2013-07-03	1633	1	5	1072.09
2013-07-04	1634	1	5	856.95
2013-07-05	1635	1	5	929.93
2013-07-06	1636	1	5	627.57
2013-07-07	1637	1	5	670.88
2013-07-08	1638	1	5	959.55
2013-07-09	1639	1	5	969.92
2013-07-10	1640	1	5	1003.60
2013-07-11	1641	1	5	1007.31
2013-07-12	1642	1	5	1012.66
2013-07-13	1643	1	5	710.96
2013-07-14	1644	1	5	666.34
2013-07-15	1645	1	5	947.76
2013-07-16	1646	1	5	982.02
2013-07-17	1647	1	5	928.60
2013-07-18	1648	1	5	963.77
2013-07-19	1649	1	5	817.04
2013-07-20	1650	1	5	666.50
2013-07-21	1651	1	5	651.54
2013-07-22	1652	1	5	949.66
2013-07-23	1653	1	5	980.14
2013-07-24	1654	1	5	966.14
2013-07-25	1655	1	5	951.62
2013-07-26	1656	1	5	890.79
2013-07-27	1657	1	5	661.82
2013-07-28	1658	1	5	696.31
2013-07-29	1659	1	5	1037.97
2013-07-30	1660	1	5	1085.81
2013-07-31	1661	1	5	1058.85
2013-08-01	1662	1	5	1068.18
2013-08-02	1663	1	5	1000.41
2013-08-03	1664	1	5	691.90
2013-08-04	1665	1	5	725.91
2013-08-05	1666	1	5	1056.59
2013-08-06	1667	1	5	1065.86
2013-08-07	1668	1	5	1082.24
2013-08-08	1669	1	5	1007.22
2013-08-09	1670	1	5	945.49
2013-08-10	1671	1	5	815.45
2013-08-11	1672	1	5	753.98
2013-08-12	1673	1	5	1129.88
2013-08-13	1674	1	5	1158.12
2013-08-14	1675	1	5	1147.61
2013-08-15	1676	1	5	1064.52
2013-08-16	1677	1	5	1029.06
2013-08-17	1678	1	5	777.84
2013-08-18	1679	1	5	833.13
2013-08-19	1680	1	5	1214.54
2013-08-20	1681	1	5	1235.72
2013-08-21	1682	1	5	1296.88
2013-08-22	1683	1	5	1236.65
2013-08-23	1684	1	5	1101.99
2013-08-24	1685	1	5	760.04
2013-08-25	1686	1	5	868.89
2013-08-26	1687	1	5	1153.79
2013-08-27	1688	1	5	1302.45
2013-08-28	1689	1	5	1212.79
2013-08-29	1690	1	5	1047.73
2013-08-30	1691	1	5	1243.34
2013-08-31	1692	1	5	1091.86
2013-09-01	1693	1	5	885.56
2013-09-02	1694	1	5	1087.54
2013-09-03	1695	1	5	1205.97
2013-09-04	1696	1	5	1272.28
2013-09-05	1697	1	5	1265.12
2013-09-06	1698	1	5	1178.84
2013-09-07	1699	1	5	925.41
2013-09-08	1700	1	5	870.05
2013-09-09	1701	1	5	1399.87
2013-09-10	1702	1	5	1211.02
2013-09-11	1703	1	5	1336.08
2013-09-12	1704	1	5	1324.24
2013-09-13	1705	1	5	1100.32
2013-09-14	1706	1	5	902.25
2013-09-15	1707	1	5	895.20
2013-09-16	1708	1	5	1197.72
2013-09-17	1709	1	5	1224.42
2013-09-18	1710	1	5	1372.32
2013-09-19	1711	1	5	1247.31
2013-09-20	1712	1	5	1139.81
2013-09-21	1713	1	5	886.49
2013-09-22	1714	1	5	814.65
2013-09-23	1715	1	5	1124.23
2013-09-24	1716	1	5	1277.08
2013-09-25	1717	1	5	1251.44
2013-09-26	1718	1	5	1268.33
2013-09-27	1719	1	5	1187.75
2013-09-28	1720	1	5	959.49
2013-09-29	1721	1	5	919.15
2013-09-30	1722	1	5	1402.07
2013-10-01	1723	1	5	1542.87
2013-10-02	1724	1	5	1008.96
2013-10-03	1725	1	5	578.15
2013-10-04	1726	1	5	533.19
2013-10-05	1727	1	5	446.09
2013-10-06	1728	1	5	439.36
2013-10-07	1729	1	5	567.20
2013-10-08	1730	1	5	593.55
2013-10-09	1731	1	5	625.72
2013-10-10	1732	1	5	694.50
2013-10-11	1733	1	5	673.47
2013-10-12	1734	1	5	547.93
2013-10-13	1735	1	5	588.98
2013-10-14	1736	1	5	752.60
2013-10-15	1737	1	5	803.94
2013-10-16	1738	1	5	856.88
2013-10-17	1739	1	5	857.47
2013-10-18	1740	1	5	806.00
2013-10-19	1741	1	5	914.18
2013-10-20	1742	1	5	786.47
2013-10-21	1743	1	5	1076.40
2013-10-22	1744	1	5	1262.33
2013-10-23	1745	1	5	1243.05
2013-10-24	1746	1	5	1247.08
2013-10-25	1747	1	5	1101.34
2013-10-26	1748	1	5	1059.75
2013-10-27	1749	1	5	1025.70
2013-10-28	1750	1	5	1038.77
2013-10-29	1751	1	5	1042.75
2013-10-30	1752	1	5	986.84
2013-10-31	1753	1	5	974.67
2013-11-01	1754	1	5	840.41
2013-11-02	1755	1	5	777.45
2013-11-03	1756	1	5	864.57
2013-11-04	1757	1	5	1123.91
2013-11-05	1758	1	5	1248.36
2013-11-06	1759	1	5	1380.97
2013-11-07	1760	1	5	1786.63
2013-11-08	1761	1	5	1872.21
2013-11-09	1762	1	5	2009.85
2013-11-10	1763	1	5	1869.29
2013-11-11	1764	1	5	1847.43
2013-11-12	1765	1	5	1917.48
2013-11-13	1766	1	5	2112.52
2013-11-14	1767	1	5	1994.59
2013-11-15	1768	1	5	1755.41
2013-11-16	1769	1	5	1349.68
2013-11-17	1770	1	5	1496.54
2013-11-18	1771	1	5	2999.09
2013-11-19	1772	1	5	3477.79
2013-11-20	1773	1	5	3128.53
2013-11-21	1774	1	5	3367.59
2013-11-22	1775	1	5	3763.90
2013-11-23	1776	1	5	3298.07
2013-11-24	1777	1	5	2781.92
2013-11-25	1778	1	5	3874.68
2013-11-26	1779	1	5	6582.93
2013-11-27	1780	1	5	9563.55
2013-11-28	1781	1	5	12383.15
2013-11-29	1782	1	5	10955.66
2013-11-30	1783	1	5	8546.98
2013-12-01	1784	1	5	8759.81
2013-12-02	1785	1	5	8992.09
2013-12-03	1786	1	5	8311.35
2013-12-04	1787	1	5	8145.25
2013-12-05	1788	1	5	7308.73
2013-12-06	1789	1	5	6499.00
2013-12-07	1790	1	5	5143.66
2013-12-08	1791	1	5	3811.06
2013-12-09	1792	1	5	5203.88
2013-12-10	1793	1	5	4984.86
2013-12-11	1794	1	5	4399.35
2013-12-12	1795	1	5	3677.04
2013-12-13	1796	1	5	3477.48
2013-12-14	1797	1	5	2719.07
2013-12-15	1798	1	5	3087.95
2013-12-16	1799	1	5	4190.00
2013-12-17	1800	1	5	3536.77
2013-12-18	1801	1	5	5059.50
2013-12-19	1802	1	5	4300.80
2013-12-20	1803	1	5	3926.80
2013-12-21	1804	1	5	3040.63
2013-12-22	1805	1	5	2899.31
2013-12-23	1806	1	5	2991.99
2013-12-24	1807	1	5	2514.80
2013-12-25	1808	1	5	2221.26
2013-12-26	1809	1	5	2312.53
2013-12-27	1810	1	5	2076.26
2013-12-28	1811	1	5	1812.41
2013-12-29	1812	1	5	1880.92
2013-12-30	1813	1	5	2304.73
2013-12-31	1814	1	5	1854.84
2014-01-01	1815	1	5	1723.61
2014-01-02	1816	1	5	2562.69
2014-01-03	1817	1	5	2660.12
2014-01-04	1818	1	5	2371.10
2014-01-05	1819	1	5	2925.03
2014-01-06	1820	1	5	3483.94
2014-01-07	1821	1	5	3440.39
2014-01-08	1822	1	5	3142.78
2014-01-09	1823	1	5	3235.46
2014-01-10	1824	1	5	2920.16
2014-01-11	1825	1	5	2837.24
2014-01-12	1826	1	5	2433.45
2014-01-13	1827	1	5	2749.22
2014-01-14	1828	1	5	2679.48
2014-01-15	1829	1	5	2790.58
2014-01-16	1830	1	5	2639.85
2014-01-17	1831	1	5	2547.74
2014-01-18	1832	1	5	2285.44
2014-01-19	1833	1	5	2414.05
2014-01-20	1834	1	5	3377.70
2014-01-21	1835	1	5	3950.24
2014-01-22	1836	1	5	3732.52
2014-01-23	1837	1	5	4006.59
2014-01-24	1838	1	5	4142.22
2014-01-25	1839	1	5	3387.73
2014-01-26	1840	1	5	3704.96
2014-01-27	1841	1	5	4467.67
2014-01-28	1842	1	5	4374.23
2014-01-29	1843	1	5	3900.51
2014-01-30	1844	1	5	3958.62
2014-01-31	1845	1	5	3676.26
2014-02-01	1846	1	5	3299.65
2014-02-02	1847	1	5	3181.09
2014-02-03	1848	1	5	3697.87
2014-02-04	1849	1	5	3953.17
2014-02-05	1850	1	5	3960.63
2014-02-06	1851	1	5	3828.67
2014-02-07	1852	1	5	4058.31
2014-02-08	1853	1	5	3242.46
2014-02-09	1854	1	5	3294.14
2014-02-10	1855	1	5	3968.92
2014-02-11	1856	1	5	4275.82
2014-02-12	1857	1	5	3701.73
2014-02-13	1858	1	5	4011.36
2014-02-14	1859	1	5	3961.79
2014-02-15	1860	1	5	3186.44
2014-02-16	1861	1	5	3018.02
2014-02-17	1862	1	5	3272.20
2014-02-18	1863	1	5	3086.41
2014-02-19	1864	1	5	3410.74
2014-02-20	1865	1	5	3595.80
2014-02-21	1866	1	5	2979.76
2014-02-22	1867	1	5	2709.41
2014-02-23	1868	1	5	3058.94
2014-02-24	1869	1	5	3850.99
2014-02-25	1870	1	5	4271.52
2014-02-26	1871	1	5	3899.49
2014-02-27	1872	1	5	3334.77
2014-02-28	1873	1	5	3501.43
2014-03-01	1874	1	5	3074.27
2014-03-02	1875	1	5	3045.57
2014-03-03	1876	1	5	4476.97
2014-03-04	1877	1	5	4526.44
2014-03-05	1878	1	5	3949.89
2014-03-06	1879	1	5	3634.74
2014-03-07	1880	1	5	3651.19
2014-03-08	1881	1	5	3101.36
2014-03-09	1882	1	5	3314.24
2014-03-10	1883	1	5	3499.34
2014-03-11	1884	1	5	3385.63
2014-03-12	1885	1	5	3442.37
2014-03-13	1886	1	5	3116.75
2014-03-14	1887	1	5	3970.16
2014-03-15	1888	1	5	3333.35
2014-03-16	1889	1	5	3651.18
2014-03-17	1890	1	5	5303.78
2014-03-18	1891	1	5	5480.83
2014-03-19	1892	1	5	5254.58
2014-03-20	1893	1	5	5150.96
2014-03-21	1894	1	5	5157.00
2014-03-22	1895	1	5	4890.69
2014-03-23	1896	1	5	4587.13
2014-03-24	1897	1	5	4466.83
2014-03-25	1898	1	5	3985.29
2014-03-26	1899	1	5	3682.17
2014-03-27	1900	1	5	3801.41
2014-03-28	1901	1	5	3391.83
2014-03-29	1902	1	5	2756.46
2014-03-30	1903	1	5	2759.12
2014-03-31	1904	1	5	3233.85
2014-04-01	1905	1	5	3173.11
2014-04-02	1906	1	5	3183.66
2014-04-03	1907	1	5	2973.29
2014-04-04	1908	1	5	2982.44
2014-04-05	1909	1	5	2521.65
2014-04-06	1910	1	5	2533.09
2014-04-07	1911	1	5	3074.86
2014-04-08	1912	1	5	3010.43
2014-04-09	1913	1	5	3071.07
2014-04-10	1914	1	5	3211.50
2014-04-11	1915	1	5	3060.04
2014-04-12	1916	1	5	2343.74
2014-04-13	1917	1	5	2590.92
2014-04-14	1918	1	5	3562.18
2014-04-15	1919	1	5	3768.46
2014-04-16	1920	1	5	3613.54
2014-04-17	1921	1	5	3350.78
2014-04-18	1922	1	5	3148.70
2014-04-19	1923	1	5	2976.18
2014-04-20	1924	1	5	2898.32
2014-04-21	1925	1	5	3150.30
2014-04-22	1926	1	5	3381.32
2014-04-23	1927	1	5	3130.53
2014-04-24	1928	1	5	2948.79
2014-04-25	1929	1	5	3101.20
2014-04-26	1930	1	5	2508.98
2014-04-27	1931	1	5	2574.48
2014-04-28	1932	1	5	3150.10
2014-04-29	1933	1	5	2886.95
2014-04-30	1934	1	5	3111.91
2014-05-01	1935	1	5	2840.84
2014-05-02	1936	1	5	2584.05
2014-05-03	1937	1	5	2214.68
2014-05-04	1938	1	5	2225.62
2014-05-05	1939	1	5	2855.77
2014-05-06	1940	1	5	3215.91
2014-05-07	1941	1	5	3017.13
2014-05-08	1942	1	5	3145.16
2014-05-09	1943	1	5	3175.38
2014-05-10	1944	1	5	2838.79
2014-05-11	1945	1	5	3042.23
2014-05-12	1946	1	5	3464.52
2014-05-13	1947	1	5	3415.80
2014-05-14	1948	1	5	3396.88
2014-05-15	1949	1	5	3615.10
2014-05-16	1950	1	5	3276.26
2014-05-17	1951	1	5	2760.08
2014-05-18	1952	1	5	2755.17
2014-05-19	1953	1	5	3449.51
2014-05-20	1954	1	5	3821.92
2014-05-21	1955	1	5	3456.76
2014-05-22	1956	1	5	3658.28
2014-05-23	1957	1	5	3834.87
2014-05-24	1958	1	5	2943.59
2014-05-25	1959	1	5	3444.70
2014-05-26	1960	1	5	3701.63
2014-05-27	1961	1	5	3836.64
2014-05-28	1962	1	5	3819.51
2014-05-29	1963	1	5	3549.07
2014-05-30	1964	1	5	3329.37
2014-05-31	1965	1	5	2911.28
2014-06-01	1966	1	5	3193.93
2014-06-02	1967	1	5	3550.01
2014-06-03	1968	1	5	3860.03
2014-06-04	1969	1	5	3454.89
2014-06-05	1970	1	5	3823.34
2014-06-06	1971	1	5	3485.04
2014-06-07	1972	1	5	2932.23
2014-06-08	1973	1	5	2976.68
2014-06-09	1974	1	5	3315.39
2014-06-10	1975	1	5	3150.41
2014-06-11	1976	1	5	3458.89
2014-06-12	1977	1	5	3163.51
2014-06-13	1978	1	5	3420.01
2014-06-14	1979	1	5	2761.67
2014-06-15	1980	1	5	2800.46
2014-06-16	1981	1	5	3405.52
2014-06-17	1982	1	5	3562.11
2014-06-18	1983	1	5	3302.41
2014-06-19	1984	1	5	3211.97
2014-06-20	1985	1	5	3082.88
2014-06-21	1986	1	5	2937.62
2014-06-22	1987	1	5	2909.50
2014-06-23	1988	1	5	3279.51
2014-06-24	1989	1	5	3447.11
2014-06-25	1990	1	5	3314.00
2014-06-26	1991	1	5	3174.38
2014-06-27	1992	1	5	3149.97
2014-06-28	1993	1	5	2672.52
2014-06-29	1994	1	5	2605.26
2014-06-30	1995	1	5	3399.60
2014-07-01	1996	1	5	3494.11
2014-07-02	1997	1	5	3300.76
2014-07-03	1998	1	5	3215.38
2014-07-04	1999	1	5	2860.31
2014-07-05	2000	1	5	2410.50
2014-07-06	2001	1	5	2655.40
2014-07-07	2002	1	5	3296.93
2014-07-08	2003	1	5	3288.23
2014-07-09	2004	1	5	3074.45
2014-07-10	2005	1	5	3036.87
2014-07-11	2006	1	5	2943.35
2014-07-12	2007	1	5	2528.64
2014-07-13	2008	1	5	2601.55
2014-07-14	2009	1	5	2957.60
2014-07-15	2010	1	5	3249.11
2014-07-16	2011	1	5	3056.81
2014-07-17	2012	1	5	3161.32
2014-07-18	2013	1	5	2867.09
2014-07-19	2014	1	5	2548.99
2014-07-20	2015	1	5	2412.46
2014-07-21	2016	1	5	2949.04
2014-07-22	2017	1	5	3035.03
2014-07-23	2018	1	5	3003.75
2014-07-24	2019	1	5	2876.04
2014-07-25	2020	1	5	2781.37
2014-07-26	2021	1	5	2286.10
2014-07-27	2022	1	5	2363.00
2014-07-28	2023	1	5	2692.28
2014-07-29	2024	1	5	2605.85
2014-07-30	2025	1	5	2870.32
2014-07-31	2026	1	5	2892.75
2014-08-01	2027	1	5	2873.24
2014-08-02	2028	1	5	2384.69
2014-08-03	2029	1	5	2309.26
2014-08-04	2030	1	5	2913.17
2014-08-05	2031	1	5	3449.91
2014-08-06	2032	1	5	3340.49
2014-08-07	2033	1	5	3279.23
2014-08-08	2034	1	5	3059.68
2014-08-09	2035	1	5	2724.75
2014-08-10	2036	1	5	2873.76
2014-08-11	2037	1	5	3860.88
2014-08-12	2038	1	5	3890.04
2014-08-13	2039	1	5	3854.45
2014-08-14	2040	1	5	3600.53
2014-08-15	2041	1	5	3672.58
2014-08-16	2042	1	5	3222.51
2014-08-17	2043	1	5	3301.00
2014-08-18	2044	1	5	3914.94
2014-08-19	2045	1	5	4035.49
2014-08-20	2046	1	5	3993.46
2014-08-21	2047	1	5	3840.00
2014-08-22	2048	1	5	3700.35
2014-08-23	2049	1	5	3160.98
2014-08-24	2050	1	5	3364.04
2014-08-25	2051	1	5	3896.66
2014-08-26	2052	1	5	4228.75
2014-08-27	2053	1	5	3968.47
2014-08-28	2054	1	5	3941.45
2014-08-29	2055	1	5	3669.78
2014-08-30	2056	1	5	3349.72
2014-08-31	2057	1	5	3383.60
2014-09-01	2058	1	5	3702.26
